SalesOrderNumber,SalesAmount,Sconto applicato,Prezzo finale
SO63212,23989.68,28.867500000000003,23960.8125
SO45060,23946.5,0,23946.499999999996
SO46368,23913.89,0,23913.889999999992
SO69478,23913.07,0,23913.070000000007
SO69418,24434.98,542.4,23892.579999999998
SO50199,23863,0,23863
SO67339,23874.6,74.0666,23800.533400000004
SO65315,23773.94,0,23773.940000000002
SO61219,23752.37,0,23752.37
SO53525,24969.1,1344.792,23624.307999999994
SO49070,23623.35,0,23623.350000000002
SO44535,23590.84,0,23590.84
SO49149,23585.93,0,23585.93000000001
SO51168,23820.24,254.49330000000003,23565.746700000003
SO63249,23564.85,0,23564.850000000002
SO61211,23456.87,44.2635,23412.606499999998
SO43861,23401.17,0,23401.169999999995
SO65205,23396.09,7.524,23388.566
SO53493,23384.37,0,23384.370000000006
SO49538,23382.97,0,23382.970000000005
SO69394,23316.11,0,23316.109999999997
SO46068,23312.96,0,23312.959999999995
SO47978,23268.65,0,23268.65
SO48776,23264.48,0,23264.48000000001
SO65238,23205.44,37.438700000000004,23168.001299999993
SO49085,23124.22,0,23124.22
SO49152,23096.93,0,23096.93
SO46355,22996.55,0,22996.550000000003
SO50671,22994.88,0,22994.880000000005
SO50293,22980.43,22.979,22957.450999999997
SO48734,22956.22,0,22956.219999999998
SO45305,22912.8,0,22912.8
SO65247,22856.96,0,22856.959999999995
SO48786,22843.13,0,22843.13
SO45556,22822.82,0,22822.820000000003
SO49139,22820.72,0,22820.72
SO44531,22817.59,0,22817.589999999993
SO63225,22806.29,0,22806.289999999997
SO61204,22748.36,0,22748.360000000004
SO45326,22730.77,0,22730.77
SO43901,22717.57,0,22717.570000000003
SO51084,24004.49,1314.103,22690.386999999995
SO45802,22648.04,0,22648.04
SO49523,22612.23,0,22612.23
SO61238,22636.62,28.2055,22608.414500000003
SO46370,32355.7,9775.9375,22579.7625
SO49066,22577.51,0,22577.51
SO47980,22672.22,137.594,22534.625999999997
SO46088,22497.21,0,22497.21
SO61228,22488.92,35.5602,22453.3598
SO47040,22386.71,5.2872,22381.422799999997
SO49093,22243.31,0,22243.31
SO45057,22233.06,0,22233.06
SO65182,22227.84,0,22227.84
SO45302,22217.49,0,22217.489999999994
SO67274,22313.26,98.0534,22215.206600000005
SO63148,22161.71,0,22161.709999999995
SO51827,24143.5,1996.2089999999996,22147.290999999997
SO65306,22138.69,0,22138.690000000002
SO46091,22130.12,0,22130.12
SO46064,22124.54,0,22124.540000000005
SO50724,22106.94,0,22106.940000000006
SO65157,22021.66,0,22021.66
SO63181,21969.43,0,21969.43
SO51699,23919.02,2026.898,21892.122000000003
SO45538,21847.38,0,21847.380000000005
SO43879,21720.07,1.3026,21718.7674
SO48760,21705.37,0,21705.37
SO46038,21702.08,0,21702.079999999998
SO44768,21596.3,0,21596.300000000007
SO57058,21595.29,0,21595.289999999997
SO63180,21533.98,0,21533.98
SO63263,21524.09,0,21524.09
SO45536,21442.97,0,21442.969999999994
SO65172,21439.33,0,21439.33
SO58979,21423.28,0,21423.28
SO53469,21536.44,142.9736,21393.4664
SO43917,21356.15,0,21356.149999999998
SO63202,21306.24,0,21306.240000000005
SO58982,21305.57,0,21305.57
SO61222,21286.34,0,21286.34
SO47013,21209.66,0,21209.659999999996
SO63182,21200,0,21199.999999999996
SO61177,21131.78,0,21131.780000000006
SO44318,21091.94,1.2122,21090.7278
SO65252,21026.96,0,21026.959999999995
SO49140,20987.04,0,20987.039999999997
SO44544,20980.14,0,20980.14
SO45343,20979.32,0,20979.320000000007
SO48037,20859.9,0,20859.899999999998
SO65168,20857.74,0,20857.74
SO44773,20847.98,0,20847.98
SO46071,20788.92,0,20788.920000000002
SO69513,20699.3,0,20699.3
SO43694,20645.62,0,20645.620000000003
SO44085,20644.27,0,20644.269999999997
SO43877,20628.55,0,20628.550000000003
SO53538,20607.69,0,20607.690000000002
SO49484,20587.34,0,20587.339999999997
SO43659,20565.6,0,20565.600000000002
SO48739,20558.79,5.2872,20553.502800000002
SO43849,20544.67,0,20544.67
SO43693,20541.38,0,20541.380000000005
SO44131,20514.27,0,20514.270000000004
SO47062,20513.47,16.712,20496.758
SO51815,21769.68,1314.103,20455.576999999997
SO65226,20478.45,26.721,20451.729
SO45299,20432.45,0,20432.449999999997
SO45303,20405.64,0,20405.64
SO51831,20403.55,0,20403.55
SO69482,20373.69,0,20373.69
SO44116,20351.3,0,20351.3
SO45304,20324.9,0,20324.9
SO43844,20249.9,0,20249.9
SO65261,20177.21,0,20177.21
SO45331,20148.67,0,20148.669999999995
SO50243,20139.06,0,20139.060000000005
SO49074,20078.26,0,20078.260000000002
SO49092,20053.9,0,20053.900000000005
SO49115,20038.31,0,20038.309999999994
SO44504,19985.82,0,19985.819999999996
SO59029,19932.23,10.5534,19921.676600000006
SO45055,19742.78,0,19742.779999999995
SO43911,19734.89,0,19734.89
SO47396,19717.9,0,19717.9
SO63167,19702.67,0,19702.67
SO44501,19669.41,0,19669.41
SO49504,19662.59,0,19662.590000000004
SO65175,19600.05,0,19600.049999999996
SO57087,19597.95,0,19597.949999999997
SO47015,19544.02,0,19544.019999999993
SO44533,19499.82,0,19499.819999999992
SO43910,19411.93,0,19411.93
SO63128,19361.59,0,19361.59
SO45053,19314.99,0,19314.989999999994
SO49512,19309.78,0,19309.780000000002
SO65167,19300.84,0,19300.84
SO44562,19237.29,0,19237.29
SO45521,19227.01,0,19227.010000000002
SO65236,19176.46,0,19176.459999999995
SO45516,19162.24,0,19162.239999999994
SO58916,19078.41,0,19078.41
SO46338,19044.62,0,19044.62
SO69410,19043.07,0,19043.069999999996
SO46043,19030.73,0,19030.73
SO49494,18993,0,18993.000000000004
SO48744,18999.13,13.0526,18986.077400000002
SO58984,18959.56,0,18959.56
SO69448,18951.99,0,18951.99
SO44305,18881.96,1.3224,18880.637600000002
SO45077,18869.42,0,18869.420000000002
SO50315,18868.81,0,18868.81
SO46359,18802.64,0,18802.64
SO57187,18787.73,0,18787.729999999996
SO61239,18775.26,0,18775.260000000006
SO48075,18768.96,0,18768.96
SO47705,18843.57,128.51139999999998,18715.058599999997
SO44306,18648.7,0,18648.700000000004
SO44128,18542.17,0,18542.17
SO63140,18455.38,0,18455.38
SO43883,18320.69,0,18320.69
SO45311,18296.31,0,18296.31
SO43848,18269.91,0,18269.91
SO57032,18243.47,0,18243.469999999998
SO57125,18408.51,178.4557,18230.0543
SO69401,18310.85,90.46130000000001,18220.3887
SO46074,18206.62,0,18206.619999999995
SO47003,18202.69,0,18202.69
SO57133,18144.63,0,18144.63
SO57070,18136.86,0,18136.86
SO51710,19566.23,1504.829,18061.400999999998
SO69460,18057.84,0,18057.84
SO45779,18031.59,0,18031.59
SO47067,18105.38,160.77,17944.610000000004
SO44502,17871.44,0,17871.44
SO57103,17844.39,0,17844.39
SO49158,17782.15,0,17782.149999999998
SO69526,17817.92,53.4246,17764.495400000003
SO53492,18428.21,682.106,17746.104
SO59016,17744.2,0,17744.199999999997
SO49476,17725.07,0,17725.070000000003
SO46345,23917.05,6245.2,17671.85
SO45337,17669,0,17668.999999999996
SO63175,17628.55,0,17628.55
SO49103,17494.36,0,17494.36
SO44559,17451.43,0,17451.429999999997
SO43886,17358.03,0,17358.03
SO49040,17259.8,0,17259.8
SO49540,17253.96,0,17253.960000000003
SO51770,17236.91,1.3546,17235.555399999997
SO63218,17193.53,0,17193.530000000002
SO65243,17152.5,0,17152.5
SO47436,17147.04,0,17147.04
SO47025,17146.51,0,17146.51
SO44800,17107.46,0,17107.460000000003
SO65286,17099.32,0,17099.32
SO49100,17315.07,254.31279999999998,17060.7572
SO46930,16817.37,5.2872,16812.0828
SO50678,16810.21,0,16810.21
SO45313,16789.1,0,16789.100000000002
SO47011,16953.35,211.41,16741.940000000002
SO53539,18320.38,1645.4460000000001,16674.934
SO44110,16667.35,0,16667.35
SO43892,16544.56,0,16544.559999999998
SO44526,16506.1,0,16506.1
SO47362,16427.78,5.2872,16422.4928
SO44098,16374.98,5.753,16369.227000000003
SO69564,16317.5,0,16317.500000000002
SO45295,16297.72,0,16297.72
SO44287,16292.02,0,16292.02
SO44542,16259.84,0,16259.84
SO47057,16239.54,0,16239.540000000003
SO44107,16185.44,0,16185.439999999999
SO46968,16064.91,211.41,15853.5
SO45062,15842.63,0,15842.63
SO51786,16524.52,682.1059999999999,15842.414
SO45298,15825.96,0,15825.959999999997
SO46664,15946.32,149.35,15796.970000000001
SO51776,16794.78,1113.667,15681.113
SO48034,15617.63,0,15617.630000000001
SO43880,15479.54,0,15479.539999999997
SO47410,15445.54,0,15445.539999999999
SO44124,15439.07,0,15439.069999999996
SO44498,15432.47,0,15432.470000000001
SO59014,15380.47,0,15380.470000000003
SO53607,15369.56,1.4587999999999999,15368.1012
SO63239,15360.67,0,15360.670000000002
SO58940,15345.15,0,15345.150000000001
SO57164,15310.12,0,15310.12
SO46971,15325.67,20.89,15304.779999999999
SO45568,15251.82,0,15251.819999999998
SO49106,15161.78,0,15161.779999999999
SO51790,15242.6,94.5,15148.1
SO65188,15054.74,0,15054.739999999998
SO45314,15022.53,0,15022.529999999997
SO46383,20581.6,5630.625,14950.975
SO45285,14919.29,0,14919.289999999999
SO49472,14819.61,0,14819.61
SO61210,14812.04,6.8882,14805.151800000001
SO43907,14660.34,0,14660.340000000002
SO46983,14936.91,281.88,14655.03
SO51145,14616.46,2.3625,14614.0975
SO61243,14607.89,0,14607.89
SO48006,14563.49,0,14563.489999999998
SO47061,14630.81,70.47,14560.340000000002
SO65210,14534.37,8.8392,14525.5308
SO46667,14660.24,144.30399999999997,14515.936
SO47995,14495.83,0,14495.829999999998
SO44791,14494.42,0,14494.419999999998
SO63123,14478.05,0,14478.049999999997
SO43888,14432.8,0,14432.800000000001
SO61232,14427.73,0,14427.73
SO46099,14404.42,0,14404.419999999998
SO51717,14366.32,0,14366.320000000002
SO43665,14352.76,0,14352.76
SO44746,14290.17,0,14290.17
SO48062,14288.65,0,14288.65
SO46024,14280.53,0,14280.529999999999
SO51806,15136.82,870.0796,14266.740399999999
SO44126,14263.43,0,14263.43
SO45045,14261.33,0,14261.33
SO50249,14251.54,0,14251.54
SO46080,14248.77,0,14248.77
SO45319,14234.93,0,14234.93
SO45310,14219.93,0,14219.93
SO43676,14203.43,0,14203.43
SO46061,14189.93,0,14189.93
SO51835,15147.26,1023.159,14124.100999999999
SO46342,20004.3,5928.125,14076.175000000001
SO45335,14048.08,0,14048.079999999998
SO44756,14008.64,0,14008.64
SO50721,13975.97,0,13975.969999999998
SO58968,13938.85,0,13938.849999999999
SO49473,13842.6,1.2024,13841.397599999998
SO44109,13837.1,0,13837.1
SO69504,13820.75,0,13820.75
SO61240,13814.79,10.3124,13804.477600000002
SO43681,13787.57,0,13787.570000000002
SO65311,13767.85,0,13767.85
SO61236,13721.65,0,13721.650000000001
SO43858,13694.35,0,13694.350000000002
SO46382,13673.81,0,13673.810000000001
SO44796,13673.81,0,13673.810000000001
SO45322,13637.94,0,13637.939999999999
SO49446,13623.91,0,13623.91
SO69443,13580.31,0,13580.310000000001
SO65159,13573.57,0,13573.57
SO46362,17762.28,4442.8125,13319.467500000002
SO48313,13301.4,15.667500000000002,13285.7325
SO45054,13254.35,0,13254.349999999999
SO43865,13196.07,0,13196.07
SO46330,17283.57,4154.0625,13129.507500000003
SO46327,17270.93,4145.3125,13125.617500000002
SO53476,13751.38,631.997,13119.383
SO46627,13112.74,18.502,13094.238000000003
SO43912,13078.28,0,13078.279999999999
SO65310,13083.92,17.2006,13066.719399999998
SO65273,13030.1,0,13030.099999999999
SO61266,13015.27,0,13015.27
SO44752,12962.47,0,12962.470000000001
SO47419,12931.14,0,12931.140000000001
SO67317,12916.78,0,12916.779999999999
SO44117,12907.76,0,12907.759999999995
SO45280,12755.87,0,12755.869999999999
SO43688,12718.08,0,12718.08
SO48304,12686.02,0,12686.020000000002
SO49122,12684.33,0,12684.329999999998
SO48337,12649.84,0,12649.840000000002
SO58965,12647.62,0,12647.62
SO47424,12625.05,0,12625.05
SO65209,12552.07,0,12552.07
SO65194,12551.01,0,12551.01
SO44099,12499.43,0,12499.43
SO46384,16940.14,4442.8125,12497.3275
SO61225,12485.39,0,12485.39
SO44774,12456.61,1.3224,12455.287600000001
SO53534,12429.99,6.892800000000001,12423.0972
SO50220,12417.16,0,12417.16
SO44308,12372.77,0,12372.77
SO46083,12363.66,0,12363.660000000002
SO69415,12307.08,0,12307.079999999998
SO50704,12263.96,0,12263.960000000003
SO46035,12240.54,0,12240.54
SO45075,12231.24,0,12231.24
SO45546,12206.34,0,12206.34
SO45518,12179.94,0,12179.94
SO45327,12176.34,0,12176.34
SO44499,12170.64,0,12170.640000000001
SO46065,12164.94,0,12164.94
SO46651,12145.52,5.2872,12140.232800000002
SO63145,12057.99,0,12057.990000000002
SO65213,11999.03,0,11999.030000000002
SO69467,11951.6,0,11951.6
SO43899,11942.58,0,11942.579999999998
SO45309,11924.19,0,11924.189999999999
SO55307,11888.96,0,11888.960000000001
SO49876,11816.55,12.584000000000001,11803.965999999999
SO67286,11802.53,0,11802.530000000002
SO69430,11747.42,0,11747.420000000002
SO46374,16189.42,4451.5625,11737.857500000002
SO65152,11710.35,0,11710.35
SO50302,11715.22,5.2872,11709.9328
SO63153,11642.18,0,11642.18
SO44111,11641.34,0,11641.34
SO51117,11650.5,19.350899999999996,11631.1491
SO49489,11621.87,16.712,11605.158
SO43872,11584.47,0,11584.47
SO55311,11598.46,51.0012,11547.458799999999
SO47960,11547.3,0,11547.3
SO63254,11546.57,0,11546.57
SO55302,11532.55,0,11532.549999999997
SO50276,11496.96,0,11496.96
SO47372,11476.38,0,11476.38
SO50667,11443.17,0,11443.17
SO47998,11405.57,0,11405.57
SO43680,11397.53,0,11397.529999999999
SO65244,11376.69,0,11376.69
SO58934,11375.25,0,11375.250000000002
SO43904,11361.27,0,11361.27
SO45794,11295.73,0,11295.73
SO49068,11274.96,0,11274.96
SO45535,11256.85,0,11256.85
SO48088,11173.68,0,11173.68
SO45552,11136.77,0,11136.770000000002
SO45063,11121.18,0,11121.18
SO65267,11093.19,0,11093.189999999999
SO48361,11084.54,0,11084.54
SO48360,11075.33,0,11075.329999999998
SO47351,11056.58,0,11056.579999999998
SO69462,11013.38,1.2504000000000002,11012.1296
SO43860,10993.39,0,10993.39
SO43855,10993.37,0,10993.37
SO61258,10879.08,0,10879.079999999998
SO44754,10830.17,0,10830.169999999998
SO49159,10829.96,0,10829.960000000003
SO51849,10805.35,0,10805.35
SO49126,10805.17,0,10805.169999999998
SO57149,10780.23,0,10780.23
SO63246,10771.49,0,10771.49
SO50705,10763.06,0,10763.06
SO65184,10723.98,0,10723.98
SO47449,10719.31,0,10719.310000000001
SO45572,10701.72,0,10701.72
SO53550,10687.75,0,10687.75
SO51113,11700.17,1013.4490000000001,10686.721000000001
SO44093,10680.75,0,10680.75
SO51780,10596.4,1.2504000000000002,10595.149599999999
SO49072,10532.32,0,10532.32
SO46649,10491.49,18.502000000000002,10472.988000000001
SO44747,10393.22,0,10393.220000000001
SO44770,10382.84,0,10382.84
SO58976,10380.8,4.6930000000000005,10376.107000000004
SO49497,10335.38,0,10335.38
SO49133,10335.38,0,10335.38
SO57079,10319.81,0,10319.81
SO44489,10292.93,4.707,10288.223
SO51861,11106.78,822.723,10284.056999999999
SO46102,10279.33,0,10279.330000000002
SO53582,10609.37,341.053,10268.317
SO48073,10244.75,0,10244.75
SO44297,10231.46,0,10231.460000000001
SO45787,10226.95,0,10226.949999999999
SO45320,10192.75,0,10192.75
SO63195,10184.23,0,10184.23
SO43850,10183.79,0,10183.789999999999
SO44511,10160.14,0,10160.14
SO48041,10151.68,0,10151.68
SO61234,10127.66,0,10127.66
SO47047,10085.46,0,10085.46
SO48365,10080.96,0,10080.96
SO58977,10074.05,0,10074.05
SO63230,10040.46,0,10040.46
SO46960,10176.96,140.94,10036.019999999999
SO53578,10037.77,4.199000000000001,10033.571000000002
SO50706,9913.42,0,9913.419999999998
SO63191,9903.36,0,9903.36
SO69474,9900.3,0,9900.3
SO45803,9891.31,0,9891.310000000001
SO51829,10277.01,391.16200000000003,9885.848
SO43905,9880.27,0,9880.27
SO63219,9877.79,0,9877.79
SO45800,9867.99,0,9867.99
SO48789,9865.59,0,9865.59
SO44545,9855.77,0,9855.77
SO46377,9853.84,0,9853.84
SO51847,9849.97,0,9849.97
SO47719,9845.07,0,9845.07
SO46991,9803.56,0,9803.559999999998
SO43678,9799.96,0,9799.960000000001
SO50211,9795.05,0,9795.05
SO44101,9794.64,0,9794.640000000001
SO51843,9759.63,0,9759.63
SO58987,9709.98,0,9709.979999999998
SO58969,9700.17,0,9700.17
SO55263,9699.59,0,9699.59
SO63244,9691.34,0,9691.34
SO47402,9680.12,0,9680.12
SO55310,9679.46,0,9679.46
SO67290,9654.77,1.3546,9653.4154
SO61257,9630.67,0,9630.67
SO46955,9625.01,0,9625.009999999998
SO46095,9550.97,0,9550.97
SO63237,9477.88,0,9477.88
SO44295,9475.53,0,9475.53
SO67311,9473.46,0,9473.46
SO63272,9473.46,0,9473.46
SO45517,9421.26,0,9421.26
SO43871,9398.93,0,9398.93
SO55295,9378.59,1.3546,9377.2354
SO48290,9342.05,0,9342.05
SO61208,9311.55,0,9311.55
SO47669,9304.42,0,9304.42
SO55293,9208.67,0,9208.67
SO65277,9197.11,0,9197.11
SO63288,9183.66,0,9183.66
SO51152,9541.56,391.162,9150.398000000001
SO47421,9146.64,0,9146.64
SO47993,9138.32,0,9138.32
SO46386,12343.26,3252.8125,9090.4475
SO47444,9020.65,0,9020.649999999998
SO63228,8974.55,0,8974.55
SO45545,8965.93,0,8965.93
SO50740,8961.46,0,8961.460000000001
SO57179,8934.92,0,8934.92
SO46943,8991.08,70.47,8920.609999999999
SO46346,13659.57,4746.875,8912.695
SO48745,8874.41,0,8874.409999999998
SO65249,8866.6,0,8866.6
SO59020,8835.83,0,8835.83
SO53603,8785.82,0,8785.82
SO65180,8765.82,0,8765.82
SO48747,8742.96,0,8742.960000000003
SO47969,8724.16,0,8724.160000000002
SO48342,8699.95,0,8699.95
SO49466,8629.01,0,8629.01
SO51724,9108.92,491.38,8617.54
SO47440,8610.1,0,8610.1
SO61255,8610.02,0,8610.02
SO43845,8580.09,0,8580.09
SO46357,8573.74,0,8573.74
SO46054,8543.06,0,8543.06
SO46663,8818.58,291.972,8526.607999999998
SO46995,8591.09,70.47,8520.619999999999
SO63125,8511.87,0,8511.87
SO46965,8594.21,140.94,8453.27
SO57064,8436.4,0,8436.400000000001
SO51083,9195.05,784.1665,8410.8835
SO58913,8387.91,0,8387.91
SO67332,8344.01,0,8344.01
SO55260,8267.16,9.7416,8257.4184
SO50754,8256.59,0,8256.59
SO46069,8232.22,0,8232.22
SO45576,8219.94,0,8219.94
SO48038,8234.19,15.667500000000002,8218.522500000001
SO47977,8206.5,0,8206.5
SO44484,8184.86,0,8184.86
SO58953,8180.97,0,8180.97
SO46030,8164.16,0,8164.16
SO45076,8163.99,0,8163.99
SO45573,8158.46,0,8158.46
SO49064,8158.22,0,8158.22
SO45282,8156.36,0,8156.36
SO43914,8152.76,0,8152.759999999999
SO44084,8129.96,0,8129.96
SO44096,8129.96,0,8129.96
SO43671,8128.79,0,8128.789999999999
SO51766,8126.32,0,8126.32
SO51139,8109.25,0,8109.25
SO50230,8074.41,0,8074.409999999999
SO61212,8070.4,0,8070.4
SO47357,8057.67,0,8057.67
SO61254,8043.02,0,8043.0199999999995
SO69546,8020.72,0,8020.72
SO49119,7986.43,0,7986.429999999999
SO48009,7980.87,0,7980.87
SO46615,7973.29,0,7973.29
SO48297,7971.93,0,7971.93
SO47397,7962.56,11.481800000000002,7951.0782
SO48374,7921.66,0,7921.660000000001
SO57028,7909.92,0,7909.92
SO49839,7907.5,0,7907.5
SO63127,7879.03,0,7879.030000000001
SO50697,7866.76,0,7866.759999999999
SO50684,7813.76,0,7813.76
SO47016,7804.47,0,7804.47
SO44300,7802.88,0,7802.88
SO53623,7798.62,0,7798.62
SO43677,7793.14,0,7793.139999999999
SO67329,7776.94,0,7776.94
SO46976,7759.35,0,7759.349999999999
SO44307,7758.14,0,7758.14
SO49163,7735.99,0,7735.99
SO51706,7728.15,0,7728.15
SO47674,7719.26,0,7719.259999999999
SO63277,7678.88,0,7678.88
SO45548,7657.89,0,7657.89
SO50746,7654.32,0,7654.32
SO50260,7651.72,0,7651.719999999999
SO63134,7635.71,0,7635.71
SO51795,7632.83,0,7632.829999999999
SO47443,7619.54,0,7619.539999999998
SO48020,7573.92,0,7573.92
SO61213,7565.12,0,7565.12
SO69539,7564.15,0,7564.15
SO53552,7585.87,28.867500000000003,7557.0025000000005
SO55314,7556.79,0,7556.790000000001
SO48090,7540.83,0,7540.829999999999
SO47702,7536.29,0,7536.29
SO57053,7519.32,0,7519.32
SO48011,7516.64,0,7516.639999999999
SO67262,7501.59,0,7501.59
SO49164,7490.71,0,7490.71
SO47989,7477.52,0,7477.519999999999
SO57184,7472.81,0,7472.8099999999995
SO58978,7459,9.7416,7449.2584
SO53540,8048.34,631.9970000000001,7416.343000000001
SO51784,7407.69,0,7407.69
SO57190,7405.39,0,7405.389999999999
SO58949,7388.83,0,7388.83
SO59061,7385.83,3.705,7382.125
SO46631,7409.29,38.578,7370.711999999999
SO61197,7351.62,0,7351.62
SO44311,7349.96,0,7349.96
SO57119,7317.57,0,7317.57
SO45525,7274.3,0,7274.3
SO45551,7274.3,0,7274.3
SO51719,7465.51,200.436,7265.0740000000005
SO67315,7268.5,4.446000000000001,7264.054
SO51777,7262.16,0,7262.160000000001
SO57027,7251.47,0,7251.47
SO46941,7222.83,0,7222.83
SO47432,7200.14,0,7200.139999999999
SO43857,7186.55,0,7186.549999999999
SO45275,7166.69,0,7166.6900000000005
SO55258,7154.24,0,7154.24
SO49889,7149.12,0,7149.12
SO55238,7136.91,0,7136.91
SO43876,7135.27,0,7135.27
SO69554,7133.65,0,7133.650000000001
SO51819,7107.82,0,7107.819999999999
SO69506,7099.56,0,7099.5599999999995
SO49477,7046.85,0,7046.85
SO48385,7046.85,0,7046.85
SO49534,7046.85,0,7046.849999999999
SO49045,7046.85,0,7046.849999999999
SO48731,7046.85,0,7046.849999999999
SO51144,7025.49,16.5375,7008.9525
SO46654,7157.16,152.714,7004.445999999999
SO69409,6979.54,0,6979.540000000001
SO65264,6943.48,0,6943.48
SO48083,6941.78,0,6941.779999999999
SO63289,6926.94,0,6926.9400000000005
SO47678,6919.17,0,6919.169999999999
SO57043,6917.43,0,6917.43
SO61174,6899.24,0,6899.239999999999
SO51110,6913.49,25.987499999999997,6887.5025000000005
SO45812,6858.19,0,6858.1900000000005
SO51781,6857.58,0,6857.579999999999
SO46936,6891.55,70.47,6821.079999999999
SO55270,6806.3,0,6806.299999999999
SO47050,6803.66,0,6803.66
SO59041,6784.26,0,6784.26
SO43851,6783.79,0,6783.789999999999
SO53595,6770.16,0,6770.160000000001
SO51149,6768.08,0,6768.08
SO49852,6712.14,0,6712.139999999999
SO50316,6711.15,0,6711.15
SO63261,6708.72,0,6708.719999999998
SO47368,6700.1,0,6700.099999999999
SO45532,6691.85,0,6691.849999999999
SO55265,6695.67,12.15,6683.52
SO57069,6672.94,0,6672.94
SO50212,6675.7,5.2872,6670.4128
SO65307,6654.72,0,6654.72
SO44090,6654.72,0,6654.72
SO44740,6641.13,0,6641.13
SO58989,6632.87,0,6632.87
SO50685,6631.63,0,6631.629999999999
SO57155,6638.04,28.867500000000003,6609.172500000001
SO49548,6577.06,0,6577.0599999999995
SO49109,6577.06,0,6577.0599999999995
SO51874,6898.46,341.053,6557.407000000001
SO51737,6556.42,0,6556.420000000001
SO46986,6814.39,281.88,6532.51
SO49444,6509.25,0,6509.249999999999
SO65288,6478.05,0,6478.049999999999
SO44493,6476.11,0,6476.11
SO67306,6450.67,0,6450.67
SO69549,6450.67,0,6450.67
SO45297,6435.38,0,6435.38
SO47459,6423.51,0,6423.51
SO69445,6422.1,0,6422.099999999999
SO63176,6415.69,0,6415.6900000000005
SO47701,6413.61,0,6413.61
SO46639,6626.02,239.4798,6386.5402
SO49096,6375.2,0,6375.2
SO50193,6320.22,0,6320.219999999999
SO58917,6260.75,0,6260.749999999999
SO57153,6236.74,0,6236.74
SO46973,6227.19,0,6227.189999999999
SO46360,9480.62,3257.1875,6223.4325
SO59035,6221.79,0,6221.79
SO48019,6214.25,0,6214.25
SO67312,6203.98,0,6203.98
SO49454,6192.88,0,6192.88
SO69396,6187.18,0,6187.18
SO47703,6185.49,0,6185.49
SO47699,6174.81,0,6174.81
SO65202,6174.2,0,6174.2
SO69505,6150.85,10.5534,6140.296599999999
SO65285,6139.71,0,6139.71
SO44759,6135.91,0,6135.91
SO45048,6127.77,0,6127.77
SO44527,6127.77,0,6127.7699999999995
SO57152,6126.29,0,6126.289999999999
SO49483,6125.12,0,6125.12
SO43672,6124.17,0,6124.17
SO49069,6123.05,0,6123.05
SO43670,6122.07,0,6122.07
SO45306,6112.41,0,6112.41
SO50658,6107.27,0,6107.2699999999995
SO49165,6107.27,0,6107.2699999999995
SO43667,6107.07,0,6107.07
SO44077,6105.33,0,6105.329999999999
SO45558,6104.97,0,6104.97
SO45526,6101.37,0,6101.37
SO44105,6101.37,0,6101.37
SO46366,6094.36,0,6094.36
SO45276,6089.97,0,6089.97
SO46079,6086.37,0,6086.37
SO69480,6078.44,0,6078.44
SO46023,6074.97,0,6074.97
SO44553,6074.97,0,6074.97
SO47452,6066.42,0,6066.42
SO65322,6047.86,0,6047.86
SO69507,6042.17,0,6042.17
SO57172,6037.45,0,6037.45
SO44097,6035.86,0,6035.860000000001
SO57091,6032.81,0,6032.8099999999995
SO49838,6016.6,0,6016.6
SO69405,5997.47,0,5997.469999999999
SO51848,5986.65,0,5986.65
SO45271,5980.05,0,5980.05
SO45071,5980.05,0,5980.05
SO57073,5969.85,0,5969.85
SO46605,5956.64,8.41,5948.23
SO53542,5950.78,8.9298,5941.850200000001
SO57139,5927.91,0,5927.91
SO47000,5894.96,0,5894.96
SO47984,5887.21,0,5887.209999999999
SO57013,5885.87,0,5885.870000000001
SO57159,5872.63,0,5872.63
SO67318,5871.05,0,5871.050000000001
SO51698,5835.88,0,5835.88
SO50736,5835.63,0,5835.629999999999
SO51085,5840.76,16.537499999999998,5824.222499999998
SO44765,5821.13,0,5821.129999999999
SO58960,5801.89,0,5801.89
SO57110,5775.22,0,5775.22
SO57104,5742.67,1.1462,5741.523799999999
SO57038,5733.02,5.187,5727.833
SO69541,6039.75,316.40000000000003,5723.349999999999
SO58955,5721.76,0,5721.76
SO57174,5721.76,0,5721.76
SO47350,5717.09,0,5717.089999999999
SO43675,5716.33,0,5716.33
SO53467,5696.34,0,5696.339999999999
SO46621,5898.7,211.41,5687.29
SO67267,5665.75,0,5665.75
SO46331,5664.52,0,5664.5199999999995
SO46979,5662.29,0,5662.289999999999
SO57135,5649.48,0,5649.4800000000005
SO57109,5639.32,0,5639.320000000001
SO49088,5637.48,0,5637.48
SO48286,5637.48,0,5637.48
SO47971,5637.48,0,5637.48
SO51161,6010.55,391.16200000000003,5619.388000000001
SO50200,5605.2,0,5605.2
SO43684,5596.46,0,5596.46
SO46332,8561.73,2968.4375,5593.2925
SO57029,5562.72,4.446000000000001,5558.274
SO44286,5538.51,0,5538.51
SO63183,5531.73,0,5531.730000000001
SO46361,5529.91,0,5529.910000000001
SO51094,6150.24,622.287,5527.9529999999995
SO46675,5755.61,236.1158,5519.494199999999
SO50266,5514.12,0,5514.12
SO51165,6119.73,622.287,5497.443
SO46950,5495.99,0,5495.99
SO44515,5492.2,0,5492.2
SO45058,5488.85,0,5488.849999999999
SO50261,5482.64,0,5482.64
SO59050,5475.49,0,5475.49
